Step Temp v_strain v_sigmaxx v_sigmayy PotEng KinEng Lx Ly Volume
   25200     287.5841       0.0126   0.28226527    2.0229248   -105.60745     2.044524    8.4019734    8.5065963    589.28825
   25300    287.35922      0.01265   0.40938007    2.5372066   -105.66017    2.0429252    8.3737072    8.5070164    587.33475
   25400    281.94957       0.0127  -0.73743633    2.6117662   -105.50235    2.0044663    8.3715468    8.5074364    587.21221
   25500    321.32833      0.01275   0.32440483    2.3356617   -105.27841     2.284422    8.4277582    8.5078565    591.18429
   25600    331.65911       0.0128    0.3330812    2.0391362   -105.37903    2.3578668    8.3739467    8.5082765    587.43856
   25700    247.20017      0.01285  -0.31437747    2.7778222   -105.24708    1.7574221    8.3389334    8.5086966    585.01123
   25800    306.86046       0.0129   -0.3288256     2.282472    -105.7873    2.1815655     8.440796    8.5091166    592.18655
   25900    300.62176      0.01295    0.8575914    2.4330997   -105.63154    2.1372127    8.4157781    8.5095367     590.4605
   26000    317.70837        0.013  -0.45427621     2.134803   -105.70017    2.2586867    8.3496072    8.5099568     585.8468
   26100    255.10188      0.01305   -0.3274961    2.0934385   -105.23972    1.8135979    8.3983136    8.5103768    589.29335
   26200    348.51994       0.0131   0.66478744    1.8103155   -105.34362    2.4777356    8.4106945    8.5107969    590.19122
   26300    335.90875      0.01315   -0.4401407    1.3538035   -105.14104    2.3880787    8.3386773    8.5112169    585.16655
   26400    317.21527       0.0132   0.20732571    1.8702028   -105.38837     2.255181    8.3748462     8.511637     587.7337
   26500    305.43969      0.01325  -0.38033919    1.6889566   -105.56054    2.1714648    8.3407996     8.512057    585.37325
   26600    269.82359       0.0133   0.12474978    1.9348331    -105.3803     1.918259    8.4022343    8.5124771    589.71395
   26700    257.85453      0.01335   0.46216595    2.3246101   -105.26037    1.8331673    8.3814518    8.5128972    588.28435
   26800    315.37648       0.0134  -0.66359427    1.6871215   -105.52613    2.2421085    8.3747198    8.5133172    587.84085
   26900    330.22852      0.01345   0.25131058    2.3441148   -105.26674    2.3476963    8.4510056    8.5137373    593.22479
   27000    362.81754       0.0135   0.85397563    2.5379428    -105.1908    2.5793816    8.3483701    8.5141573    586.04913
   27100    292.60856      0.01355    -1.496475    1.8435477   -105.24728    2.0802444    8.3579782    8.5145774    586.75256
   27200    257.05626       0.0136    1.1077426    2.5709825   -105.14686    1.8274921    8.4358456    8.5149975    592.24827
   27300    318.04077      0.01365  0.027364505    2.2561274   -105.59669    2.2610498    8.3253496    8.5154175    584.51961
   27400    272.50053       0.0137  -0.85531005    1.9942159   -105.56492    1.9372902    8.3890634    8.5158376    589.02198
   27500    216.29663      0.01375   0.98100628    2.5152378   -105.45008    1.5377194    8.3781342    8.5162576    588.28363
   27600    290.00274       0.0138  -0.66770244    1.8622247   -105.53405    2.0617188    8.3374652    8.5166777    585.45687
   27700    293.84389      0.01385 -0.046587437    2.0858859   -105.15829    2.0890267    8.4230339    8.5170977    591.49468
   27800    305.21197       0.0139   0.95860797    2.5599691   -105.19484    2.1698459    8.3785277    8.5175178    588.39831
   27900     297.3627      0.01395   -1.5771428    2.1599672    -105.3743     2.114043    8.3344126    8.5179379    585.32911
   28000    267.20885        0.014    1.0234497    2.8997558   -105.67787      1.89967    8.4531606    8.5183579     593.6981
   28100    260.60599      0.01405    0.5263879     2.717804   -105.85088    1.8527283    8.3221065     8.518778     584.5225
   28200    269.19521       0.0141   -1.0777837    2.1792505   -105.63317    1.9137916    8.3414003     8.519198    585.90653
   28300    333.94555      0.01415   0.05040218    2.3141874   -105.74862    2.3741218    8.4536663    8.5196181    593.82146
   28400    336.75065       0.0142    1.1912645    1.9017907   -105.75309    2.3940641    8.3612359    8.5200382    587.35772
   28500     267.3046      0.01425   -1.5244336    1.6978988   -105.31083    1.9003507    8.3138621    8.5204582    584.05861
   28600    286.44449       0.0143   0.54280128    2.2881445   -105.24479    2.0364221    8.4607558    8.5208783    594.40736
   28700    274.64932      0.01435   0.99832298    2.3680672   -104.91615    1.9525666    8.3466572    8.5212983    586.42032
   28800    332.02774       0.0144   -2.0078391    1.4739813   -105.13685    2.3604875      8.37499    8.5217184    588.43993
   28900    311.51616      0.01445    1.7798917    2.3469224   -105.25658    2.2146643    8.5058713    8.5221384    597.66532
   29000    311.89969       0.0145 -0.0094263741     2.775782   -105.63605    2.2173909    8.2666451    8.5225585    580.88471
   29100    265.98041      0.01455   -2.0722752    2.0135652    -105.5308    1.8909366    8.4094578    8.5229786    590.94907
   29200    293.89119       0.0146    2.6262971    3.3793918   -105.48623     2.089363    8.4475512    8.5233986    593.65522
   29300    378.10124      0.01465   -1.6303368    1.8098645   -105.34301    2.6880381    8.2954127    8.5238187    582.99235
   29400    365.52825       0.0147  -0.21686152    1.6971157   -105.45117    2.5986529    8.4770397    8.5242387    595.78626
   29500    291.50381      0.01475    1.7522556    2.1280299   -105.26208    2.0723904    8.3877637    8.5246588    589.54078
   29600    283.18122       0.0148   -2.1256236    1.9774874   -105.39377    2.0132225    8.3204637    8.5250788    584.83936
   29700    231.43023      0.01485   0.97251584    2.8757711   -105.31993    1.6453088    8.5221579    8.5254989    599.04581
   29800    334.11293       0.0149    1.1100804    2.8538311   -105.77649    2.3753117    8.3170821     8.525919    584.65928
   29900    329.11528      0.01495   -2.1932639    2.1120216   -105.14926    2.3397819    8.4016012     8.526339    590.62975
   30000    316.28477        0.015    1.7370269    2.7877592   -105.07751    2.2485658    8.4799211    8.5267591    596.16498
   30100    283.27152      0.01505  -0.52364196    2.5486385   -105.17931    2.0138645     8.312883    8.5271791    584.45047
   30200    287.40338       0.0151  -0.55359461    2.2614427   -105.69412    2.0432392    8.4017173    8.5275992    590.72521
   30300    322.07749      0.01515   0.88771937    2.8003558   -105.83559     2.289748    8.3581544    8.5280193    587.69125
   30400    332.51847       0.0152  -0.82418768      2.72662    -105.6808    2.3639762    8.3474446    8.5284393    586.96711
   30500    318.42306      0.01525   0.27947966    3.1540602    -105.3958    2.2637676    8.4622817    8.5288594    595.07142
   30600    353.77236       0.0153   0.34379296    2.5913869   -105.24708    2.5150767    8.3535701    8.5292794    587.45571
   30700    318.11061      0.01535  -0.97132721    2.4867132   -104.71906    2.2615463    8.4437481    8.5296995    593.82662
   30800    332.22989       0.0154    1.7182517     2.849019   -105.29146    2.3619246    8.4469756    8.5301195    594.08285
   30900    308.53202      0.01545   -1.2151699    2.7676475   -105.66143    2.1934491    8.3013205    8.5305396    583.86756
   31000    252.12864       0.0155  -0.15740659     2.729845   -105.42436    1.7924601    8.4189966    8.5309597    592.17338
   31100    312.06926      0.01555   0.89240893     3.082254   -105.58175    2.2185965    8.4183311    8.5313797    592.15573
   31200     304.9197       0.0156  -0.56462118    2.3534022   -105.17841    2.1677681    8.2992815    8.5317998    583.81038
   31300    321.05158      0.01565  -0.55233032    2.5986973   -105.32221    2.2824545    8.4604817    8.5322198    595.17926
   31400    332.81887       0.0157     1.555027    2.6347351   -105.57586    2.3661118    8.4042795    8.5326399    591.25464
   31500     318.6085      0.01575   -1.2688911    2.7095167   -105.66025     2.265086     8.289855      8.53306     583.2334
   31600    220.43989       0.0158 -0.078388864    2.7225509   -105.70965    1.5671751    8.4116831      8.53348    591.83376
   31700     281.8687      0.01585    1.0717077    2.8708524   -105.99591    2.0038914    8.3975916    8.5339001    590.87139
   31800    272.84114       0.0159  -0.94673839    2.3110287   -105.49709    1.9397117    8.3137308    8.5343201    584.99957
   31900    257.12167      0.01595 -0.093155744     2.851166   -104.97041    1.8279571      8.43414    8.5347402    593.50143
   32000    353.07688        0.016    1.2043548    2.7120401   -105.49479    2.5101323    8.3619087    8.5351602    588.44755
   32100    282.92901      0.01605   -1.3509171    2.1212119    -105.3251    2.0114294    8.3222272    8.5355803     585.6839
   32200    291.12806       0.0161   0.56209485    2.4901577   -105.63602     2.069719    8.4462297    8.5360004    594.43993
   32300    250.03722      0.01615   0.62852835       2.4461   -105.38888    1.7775916    8.3226404    8.5364204    585.77062
   32400    379.67068       0.0162   -1.9064409    2.2492123   -105.59573    2.6991958    8.3849933    8.5368405    590.18823
   32500    302.32359      0.01625    1.5429066    2.6239091   -104.93572    2.1493115    8.4820213    8.5372605    597.04705
   32600    303.81371       0.0163   0.20294433    2.5902046    -105.1802    2.1599052    8.2999643    8.5376806    584.26085
   32700     311.4529      0.01635   -1.0063932     1.813327   -105.66935    2.2142146    8.4207327    8.5381006    592.79128
   32800    274.18703       0.0164    1.2648319    2.8208601   -105.69776      1.94928    8.3667892    8.5385207    589.02282
   32900    244.97331      0.01645   -1.1536191    2.4459644   -105.36732    1.7415907    8.3200773    8.5389408    585.76312
   33000    289.24916       0.0165  -0.11580874    3.1612558   -105.42704    2.0563613      8.44078    8.5393608    594.29025
   33100    317.83979      0.01655    1.4019965    2.7972944   -105.45732     2.259621    8.3637125    8.5397809    588.89312
   33200    311.20634       0.0166   -1.5844996    2.2208718   -105.41122    2.2124617     8.357493    8.5402009    588.48415
   33300    308.59764      0.01665   0.83588743    2.7508175   -105.41524    2.1939157    8.4849161     8.540621     597.4859
   33400    334.29869       0.0167   0.22245016     2.931318   -105.57018    2.3766323    8.3327915    8.5410411    586.80254
   33500    271.40734      0.01675   -1.2260764    2.6157954   -105.31931    1.9295184    8.3858408    8.5414611    590.56736
   33600    238.01189       0.0168    1.5691958    3.1096184   -105.14786    1.6920998    8.4545986    8.5418812    595.43887
   33700     341.4797      0.01685  -0.62014745    2.8298106     -105.613    2.4276844    8.3034549    8.5423012     584.8229
   33800    345.75143       0.0169  -0.57681144    2.8554706   -105.40307    2.4580534    8.4663571    8.5427213    596.32564
   33900    311.53292      0.01695   0.95800816    2.9096519   -105.20548    2.2147834    8.4295138    8.5431413    593.75978
   34000    310.34164        0.017  -0.45397033    2.4603473   -105.62063    2.2063143    8.3583835    8.5435614    588.77844
   34100    295.53264      0.01705  -0.23314208     3.013968   -105.85058    2.1010325    8.4197003    8.5439815    593.12686
   34200    304.35964       0.0171    0.8033935    3.3805986   -105.82042    2.1637864    8.4063958    8.5444015    592.21873
   34300    338.06886      0.01715  -0.85158029    2.5972608   -105.56576    2.4034356    8.3749053    8.5448216    590.02928
   34400    299.56587       0.0172   0.23887071    2.4823975   -105.16388     2.129706     8.389857    8.5452416    591.11172
   34500    279.01548      0.01725    0.1422383    2.6899224    -105.1799    1.9836069    8.3821551    8.5456617     590.5981
   34600     278.4485       0.0173     0.166148    2.2492494   -105.48399    1.9795762    8.3766587    8.5460818    590.23984
   34700     273.7422      0.01735  0.054993657    2.7581447   -105.48737    1.9461176    8.3716108    8.5465018    589.91315
   34800    334.55115       0.0174  -0.66436752    2.4426221   -105.36483    2.3784271    8.3685155    8.5469219    589.72402
   34900    345.94533      0.01745   0.48312065    2.4135261    -105.0973    2.4594319    8.4505303    8.5473419    595.53282
   35000    307.14121       0.0175   0.21541684    2.2487993   -105.06188    2.1835615     8.376145     8.547762    590.31969
   35100    284.66695      0.01755  -0.30807879    2.6642292    -105.3028     2.023785    8.3661629     8.548182    589.64516
   35200    264.10706       0.0176  -0.28601026    3.2076811   -105.34326    1.8776184    8.4148917    8.5486021     593.1087
   35300    255.52345      0.01765   0.75512458     3.107178   -105.28877    1.8165949    8.3861839    8.5490222    591.11433
   35400    305.49258       0.0177  -0.36849973    2.3660448   -105.38631    2.1718408    8.3611137    8.5494422    589.37617
   35500    356.99941      0.01775  -0.19781173    2.4376624   -105.44235    2.5380188     8.388138    8.5498623    591.31017
   35600    290.82386       0.0178   0.30364895     2.098189   -105.03541    2.0675564    8.3950822    8.5502823    591.82876
   35700    275.54376      0.01785   -0.1631638    2.2893655   -105.50788    1.9589254    8.3350657    8.5507024    587.62664
